student_id,school_year,subject,assessment_score,proficiency_level
STU00013,2024,Social Studies,92.0,Advanced
STU00013,2025,Math,74.0,Proficient
STU00013,2025,ELA,66.0,Basic
STU00013,2025,Science,74.0,Proficient
STU00013,2025,Social Studies,76.0,Proficient
STU00014,2023,Math,84.0,Proficient
STU00014,2023,ELA,94.0,Advanced
STU00014,2023,Science,65.0,Basic
STU00014,2023,Social Studies,96.0,Advanced
STU00014,2024,Math,96.0,Advanced
STU00014,2024,ELA,88.0,Advanced
STU00014,2024,Science,87.0,Advanced
STU00014,2024,Social Studies,81.0,Proficient
STU00014,2025,Math,77.0,Proficient
STU00014,2025,ELA,87.0,Advanced
STU00014,2025,Science,85.0,Advanced
STU00014,2025,Social Studies,88.0,Advanced
STU00015,2023,Math,80.0,Proficient
STU00015,2023,ELA,85.0,Advanced
STU00015,2023,Science,83.0,Proficient
STU00015,2023,Social Studies,69.0,Basic
STU00015,2024,Math,82.0,Proficient
STU00015,2024,ELA,94.0,Advanced
STU00015,2024,Science,76.0,Proficient
STU00015,2024,Social Studies,92.0,Advanced
STU00015,2025,Math,66.0,Basic
STU00015,2025,ELA,77.0,Proficient
STU00015,2025,Science,70.0,Proficient
STU00015,2025,Social Studies,91.0,Advanced
STU00016,2023,Math,83.0,Proficient
STU00016,2023,ELA,71.0,Proficient
STU00016,2023,Science,81.0,Proficient
STU00016,2023,Social Studies,87.0,Advanced
STU00016,2024,Math,70.0,Proficient
STU00016,2024,ELA,74.0,Proficient
STU00016,2024,Science,79.0,Proficient
STU00016,2024,Social Studies,67.0,Basic
STU00016,2025,Math,73.0,Proficient
STU00016,2025,ELA,94.0,Advanced
STU00016,2025,Science,69.0,Basic
STU00016,2025,Social Studies,84.0,Proficient
STU00017,2023,Math,77.0,Proficient
STU00017,2023,ELA,74.0,Proficient
STU00017,2023,Science,76.0,Proficient
STU00017,2023,Social Studies,92.0,Advanced
STU00017,2024,Math,82.0,Proficient
STU00017,2024,ELA,86.0,Advanced
STU00017,2024,Science,93.0,Advanced
STU00017,2024,Social Studies,78.0,Proficient
STU00017,2025,Math,64.0,Basic
STU00017,2025,ELA,93.0,Advanced
STU00017,2025,Science,77.0,Proficient
STU00017,2025,Social Studies,86.0,Advanced
STU00018,2023,Math,63.0,Basic
STU00018,2023,ELA,76.0,Proficient
STU00018,2023,Science,62.0,Basic
STU00018,2023,Social Studies,74.0,Proficient
STU00018,2024,Math,66.0,Basic
STU00018,2024,ELA,67.0,Basic
STU00018,2024,Science,71.0,Proficient
STU00018,2024,Social Studies,55.0,Basic
STU00018,2025,Math,61.0,Basic
STU00018,2025,ELA,82.0,Proficient
STU00018,2025,Science,77.0,Proficient
STU00018,2025,Social Studies,66.0,Basic
STU00019,2023,Math,70.0,Proficient
STU00019,2023,ELA,60.0,Basic
STU00019,2023,Science,73.0,Proficient
STU00019,2023,Social Studies,68.0,Basic
STU00019,2024,Math,67.0,Basic
STU00019,2024,ELA,72.0,Proficient
STU00019,2024,Science,94.0,Advanced
STU00019,2024,Social Studies,67.0,Basic
STU00019,2025,Math,71.0,Proficient
STU00019,2025,ELA,79.0,Proficient
STU00019,2025,Science,62.0,Basic
STU00019,2025,Social Studies,59.0,Basic
STU00020,2023,Math,58.0,Basic
STU00020,2023,ELA,74.0,Proficient
STU00020,2023,Science,63.0,Basic
STU00020,2023,Social Studies,66.0,Basic
STU00020,2024,Math,73.0,Proficient
STU00020,2024,ELA,61.0,Basic
STU00020,2024,Science,66.0,Basic
STU00020,2024,Social Studies,55.0,Basic
STU00020,2025,Math,72.0,Proficient
STU00020,2025,ELA,74.0,Proficient
STU00020,2025,Science,78.0,Proficient
STU00020,2025,Social Studies,62.0,Basic
STU00021,2023,Math,71.0,Proficient
STU00021,2023,ELA,64.0,Basic
STU00021,2023,Science,72.0,Proficient
STU00021,2023,Social Studies,90.0,Advanced
STU00021,2024,Math,72.0,Proficient
STU00021,2024,ELA,66.0,Basic
STU00021,2024,Science,71.0,Proficient
STU00021,2024,Social Studies,65.0,Basic
STU00021,2025,Math,66.0,Basic
STU00021,2025,ELA,86.0,Advanced
STU00021,2025,Science,66.0,Basic
STU00021,2025,Social Studies,84.0,Proficient
STU00022,2023,Math,73.0,Proficient
STU00022,2023,ELA,71.0,Proficient
STU00022,2023,Science,77.0,Proficient
STU00022,2023,Social Studies,68.0,Basic
STU00022,2024,Math,83.0,Proficient
STU00022,2024,ELA,72.0,Proficient
STU00022,2024,Science,74.0,Proficient
STU00022,2024,Social Studies,75.0,Proficient
STU00022,2025,Math,82.0,Proficient
STU00022,2025,ELA,84.0,Proficient
STU00022,2025,Science,54.0,Below Basic
STU00022,2025,Social Studies,82.0,Proficient
STU00023,2023,Math,55.0,Basic
STU00023,2023,ELA,71.0,Proficient
STU00023,2023,Science,72.0,Proficient
STU00023,2023,Social Studies,72.0,Proficient
STU00023,2024,Math,80.0,Proficient
STU00023,2024,ELA,85.0,Advanced
STU00023,2024,Science,70.0,Proficient
STU00023,2024,Social Studies,72.0,Proficient
STU00023,2025,Math,79.0,Proficient
STU00023,2025,ELA,69.0,Basic
STU00023,2025,Science,77.0,Proficient
STU00023,2025,Social Studies,96.0,Advanced
STU00024,2023,Math,57.0,Basic
STU00024,2023,ELA,70.0,Proficient
STU00024,2023,Science,67.0,Basic
STU00024,2023,Social Studies,93.0,Advanced
STU00024,2024,Math,67.0,Basic
STU00024,2024,ELA,71.0,Proficient
STU00024,2024,Science,65.0,Basic
STU00024,2024,Social Studies,76.0,Proficient
STU00024,2025,Math,75.0,Proficient
STU00024,2025,ELA,68.0,Basic
STU00024,2025,Science,84.0,Proficient
STU00024,2025,Social Studies,79.0,Proficient
STU00025,2023,Math,73.0,Proficient
STU00025,2023,ELA,65.0,Basic
STU00025,2023,Science,70.0,Proficient
STU00025,2023,Social Studies,68.0,Basic
STU00025,2024,Math,75.0,Proficient
STU00025,2024,ELA,66.0,Basic
STU00025,2024,Science,64.0,Basic
STU00025,2024,Social Studies,62.0,Basic
STU00025,2025,Math,58.0,Basic
STU00025,2025,ELA,68.0,Basic
STU00025,2025,Science,72.0,Proficient
STU00025,2025,Social Studies,60.0,Basic
STU00026,2023,Math,58.0,Basic
STU00026,2023,ELA,62.0,Basic
STU00026,2023,Science,62.0,Basic
STU00026,2023,Social Studies,45.0,Below Basic
STU00026,2024,Math,52.0,Below Basic
STU00026,2024,ELA,51.0,Below Basic
STU00026,2024,Science,63.0,Basic
STU00026,2024,Social Studies,56.0,Basic
STU00026,2025,Math,55.0,Basic
STU00026,2025,ELA,52.0,Below Basic
STU00026,2025,Science,58.0,Basic
STU00026,2025,Social Studies,53.0,Below Basic
STU00027,2023,Math,76.0,Proficient
STU00027,2023,ELA,76.0,Proficient
STU00027,2023,Science,72.0,Proficient
STU00027,2023,Social Studies,70.0,Proficient
STU00027,2024,Math,56.0,Basic
STU00027,2024,ELA,73.0,Proficient
STU00027,2024,Science,70.0,Proficient
STU00027,2024,Social Studies,81.0,Proficient
STU00027,2025,Math,82.0,Proficient
STU00027,2025,ELA,82.0,Proficient
STU00027,2025,Science,90.0,Advanced
STU00027,2025,Social Studies,75.0,Proficient
STU00028,2023,Math,69.0,Basic
STU00028,2023,ELA,87.0,Advanced
STU00028,2023,Science,78.0,Proficient
STU00028,2023,Social Studies,76.0,Proficient
STU00028,2024,Math,95.0,Advanced
STU00028,2024,ELA,87.0,Advanced
STU00028,2024,Science,79.0,Proficient
STU00028,2024,Social Studies,76.0,Proficient
STU00028,2025,Math,88.0,Advanced
STU00028,2025,ELA,81.0,Proficient
STU00028,2025,Science,79.0,Proficient
STU00028,2025,Social Studies,86.0,Advanced
STU00029,2023,Math,73.0,Proficient
STU00029,2023,ELA,73.0,Proficient
STU00029,2023,Science,75.0,Proficient
STU00029,2023,Social Studies,73.0,Proficient
STU00029,2024,Math,72.0,Proficient
STU00029,2024,ELA,63.0,Basic
STU00029,2024,Science,85.0,Advanced
STU00029,2024,Social Studies,60.0,Basic
STU00029,2025,Math,69.0,Basic
STU00029,2025,ELA,57.0,Basic
STU00029,2025,Science,68.0,Basic
STU00029,2025,Social Studies,65.0,Basic
STU00030,2023,Math,74.0,Proficient
STU00030,2023,ELA,78.0,Proficient
STU00030,2023,Science,66.0,Basic
STU00030,2023,Social Studies,76.0,Proficient
STU00030,2024,Math,88.0,Advanced
STU00030,2024,ELA,67.0,Basic
STU00030,2024,Science,70.0,Proficient
STU00030,2024,Social Studies,87.0,Advanced
STU00030,2025,Math,78.0,Proficient
STU00030,2025,ELA,82.0,Proficient
STU00030,2025,Science,89.0,Advanced
STU00030,2025,Social Studies,74.0,Proficient
STU00031,2023,Math,61.0,Basic
STU00031,2023,ELA,63.0,Basic
STU00031,2023,Science,65.0,Basic
STU00031,2023,Social Studies,82.0,Proficient
STU00031,2024,Math,54.0,Below Basic
STU00031,2024,ELA,62.0,Basic
STU00031,2024,Science,59.0,Basic
STU00031,2024,Social Studies,86.0,Advanced
STU00031,2025,Math,69.0,Basic
STU00031,2025,ELA,75.0,Proficient
STU00031,2025,Science,62.0,Basic
STU00031,2025,Social Studies,76.0,Proficient
STU00032,2023,Math,81.0,Proficient
STU00032,2023,ELA,79.0,Proficient
STU00032,2023,Science,75.0,Proficient
STU00032,2023,Social Studies,64.0,Basic
STU00032,2024,Math,71.0,Proficient
STU00032,2024,ELA,78.0,Proficient
STU00032,2024,Science,67.0,Basic
STU00032,2024,Social Studies,84.0,Proficient
STU00032,2025,Math,87.0,Advanced
STU00032,2025,ELA,77.0,Proficient
STU00032,2025,Science,88.0,Advanced
STU00032,2025,Social Studies,82.0,Proficient
STU00033,2023,Math,90.0,Advanced
STU00033,2023,ELA,100.0,Advanced
STU00033,2023,Science,72.0,Proficient
STU00033,2023,Social Studies,91.0,Advanced
STU00033,2024,Math,92.0,Advanced
STU00033,2024,ELA,74.0,Proficient
STU00033,2024,Science,77.0,Proficient
STU00033,2024,Social Studies,79.0,Proficient
STU00033,2025,Math,75.0,Proficient
STU00033,2025,ELA,76.0,Proficient
STU00033,2025,Science,76.0,Proficient
STU00033,2025,Social Studies,88.0,Advanced
STU00034,2023,Math,46.0,Below Basic
STU00034,2023,ELA,58.0,Basic
STU00034,2023,Science,71.0,Proficient
STU00034,2023,Social Studies,72.0,Proficient
STU00034,2024,Math,54.0,Below Basic
STU00034,2024,ELA,71.0,Proficient
STU00034,2024,Science,77.0,Proficient
STU00034,2024,Social Studies,67.0,Basic
STU00034,2025,Math,54.0,Below Basic
STU00034,2025,ELA,74.0,Proficient
STU00034,2025,Science,81.0,Proficient
STU00034,2025,Social Studies,59.0,Basic
STU00035,2023,Math,71.0,Proficient
STU00035,2023,ELA,84.0,Proficient
STU00035,2023,Science,74.0,Proficient
STU00035,2023,,59.0,Basic
STU00035,2024,Math,76.0,Proficient
STU00035,2024,ELA,66.0,Basic
STU00035,2024,Science,62.0,Basic
STU00035,2024,Social Studies,60.0,Basic
STU00035,2025,Math,82.0,Proficient
STU00035,2025,ELA,66.0,Basic
STU00035,2025,Science,76.0,Proficient
STU00035,2025,Social Studies,80.0,Proficient
STU00036,2023,Math,58.0,Basic
STU00036,2023,ELA,62.0,Basic
STU00036,2023,Science,62.0,Basic
STU00036,2023,Social Studies,62.0,Basic
STU00036,2024,Math,53.0,Below Basic
STU00036,2024,ELA,56.0,Basic
STU00036,2024,Science,61.0,Basic
STU00036,2024,Social Studies,63.0,Basic
STU00036,2025,Math,63.0,Basic
STU00036,2025,ELA,72.0,Proficient
STU00036,2025,Science,64.0,Basic
STU00036,2025,Social Studies,56.0,Basic
STU00037,2023,Math,48.0,Below Basic
STU00037,2023,ELA,64.0,Basic
STU00037,2023,Science,58.0,Basic
STU00037,2023,Social Studies,65.0,Basic
STU00037,2024,Math,69.0,Basic
STU00037,2024,ELA,70.0,Proficient
STU00037,2024,Science,85.0,Advanced
STU00037,2024,Social Studies,75.0,Proficient
STU00037,2025,Math,86.0,Advanced
STU00037,2025,ELA,78.0,Proficient
STU00037,2025,Science,81.0,Proficient
STU00037,2025,Social Studies,70.0,Proficient
STU00038,2023,Math,70.0,Proficient
STU00038,2023,ELA,79.0,Proficient
STU00038,2023,Science,81.0,Proficient
STU00038,2023,Social Studies,78.0,Proficient
STU00038,2024,Math,70.0,Proficient
STU00038,2024,ELA,86.0,Advanced
STU00038,2024,Science,72.0,Proficient
STU00038,2024,Social Studies,70.0,Proficient
STU00038,2025,Math,70.0,Proficient
STU00038,2025,ELA,81.0,Proficient
STU00038,2025,Science,73.0,Proficient
STU00038,2025,Social Studies,82.0,Proficient
STU00039,2023,Math,74.0,Proficient
STU00039,2023,ELA,77.0,Proficient
STU00039,2023,Science,64.0,Basic
STU00039,2023,Social Studies,61.0,Basic
STU00039,2024,Math,65.0,Basic
STU00039,2024,ELA,79.0,Proficient
STU00039,2024,Science,80.0,Proficient
STU00039,2024,Social Studies,77.0,Proficient
STU00039,2025,Math,85.0,Advanced
STU00039,2025,ELA,92.0,Advanced
STU00039,2025,Science,71.0,Proficient
STU00039,2025,Social Studies,91.0,Advanced
STU00040,2023,Math,76.0,Proficient
STU00040,2023,ELA,91.0,Advanced
STU00040,2023,Science,87.0,Advanced
STU00040,2023,Social Studies,65.0,Basic
STU00040,2024,Math,70.0,Proficient
STU00040,2024,ELA,71.0,Proficient
STU00040,2024,Science,65.0,Basic
STU00040,2024,Social Studies,90.0,Advanced
STU00040,2025,Math,95.0,Advanced
STU00040,2025,ELA,77.0,Proficient
STU00040,2025,Science,86.0,Advanced
STU00040,2025,Social Studies,94.0,Advanced
STU00041,2023,Math,77.0,Proficient
STU00041,2023,ELA,78.0,Proficient
STU00041,2023,Science,75.0,Proficient
STU00041,2023,Social Studies,84.0,Proficient
STU00041,2024,Math,86.0,Advanced
STU00041,2024,ELA,86.0,Advanced
STU00041,2024,Science,84.0,Proficient
STU00041,2024,Social Studies,82.0,Proficient
STU00041,2025,Math,66.0,Basic
STU00041,2025,ELA,92.0,Advanced
STU00041,2025,Science,71.0,Proficient
STU00041,2025,Social Studies,90.0,Advanced
STU00042,2023,Math,77.0,Proficient
STU00042,2023,ELA,62.0,Basic
STU00042,2023,Science,66.0,Basic
STU00042,2023,Social Studies,93.0,Advanced
STU00042,2024,Math,68.0,Basic
STU00042,2024,ELA,61.0,Basic
STU00042,2024,Science,78.0,Proficient
STU00042,2024,Social Studies,66.0,Basic
STU00042,2025,Math,56.0,Basic
STU00042,2025,ELA,81.0,Proficient
STU00042,2025,Science,67.0,Basic
STU00042,2025,Social Studies,80.0,Proficient
STU00043,2023,Math,63.0,Basic
STU00043,2023,ELA,80.0,Proficient
STU00043,2023,Science,74.0,Proficient
STU00043,2023,Social Studies,51.0,Below Basic
STU00043,2024,Math,74.0,Proficient
STU00043,2024,ELA,71.0,Proficient
STU00043,2024,Science,85.0,Advanced
STU00043,2024,Social Studies,78.0,Proficient
STU00043,2025,Math,80.0,Proficient
STU00043,2025,ELA,70.0,Proficient
STU00043,2025,Science,68.0,Basic
STU00043,2025,Social Studies,77.0,Proficient
STU00044,2023,Math,61.0,Basic
STU00044,2023,ELA,79.0,Proficient
STU00044,2023,Science,65.0,Basic
STU00044,2023,Social Studies,57.0,Basic
STU00044,2024,Math,62.0,Basic
STU00044,2024,ELA,81.0,Proficient
STU00044,2024,Science,70.0,Proficient
STU00044,2024,Social Studies,72.0,Proficient
STU00044,2025,Math,79.0,Proficient
STU00044,2025,ELA,65.0,Basic
STU00044,2025,Science,52.0,Below Basic
STU00044,2025,Social Studies,66.0,Basic
STU00045,2023,Math,78.0,Proficient
STU00045,2023,ELA,77.0,Proficient
STU00045,2023,Science,64.0,Basic
STU00045,2023,Social Studies,89.0,Advanced
STU00045,2024,Math,82.0,Proficient
STU00045,2024,ELA,87.0,Advanced
STU00045,2024,Science,87.0,Advanced
STU00045,2024,Social Studies,73.0,Proficient
STU00045,2025,Math,83.0,Proficient
STU00045,2025,ELA,91.0,Advanced
STU00045,2025,Science,92.0,Advanced
STU00045,2025,Social Studies,91.0,Advanced
STU00046,2023,Math,70.0,Proficient
STU00046,2023,ELA,53.0,Below Basic
STU00046,2023,Science,67.0,Basic
STU00046,2023,Social Studies,61.0,Basic
STU00046,2024,Math,81.0,Proficient
STU00046,2024,ELA,83.0,Proficient
STU00046,2024,Science,63.0,Basic
STU00046,2024,Social Studies,73.0,Proficient
STU00046,2025,Math,72.0,Proficient
STU00046,2025,ELA,81.0,Proficient
STU00046,2025,Science,57.0,Basic
STU00046,2025,Social Studies,54.0,Below Basic
STU00047,2023,Math,75.0,Proficient
STU00047,2023,ELA,55.0,Basic
STU00047,2023,Science,78.0,Proficient
STU00047,2023,Social Studies,84.0,Proficient
STU00047,2024,Math,87.0,Advanced
STU00047,2024,ELA,73.0,Proficient
STU00047,2024,Science,79.0,Proficient
STU00047,2024,Social Studies,85.0,Advanced
STU00047,2025,Math,65.0,Basic
STU00047,2025,ELA,86.0,Advanced
STU00047,2025,Science,80.0,Proficient
STU00047,2025,Social Studies,74.0,Proficient
STU00048,2023,Math,65.0,Basic
STU00048,2023,ELA,65.0,Basic
STU00048,2023,Science,73.0,Proficient
STU00048,2023,Social Studies,64.0,Basic
STU00048,2024,Math,66.0,Basic
STU00048,2024,ELA,61.0,Basic
STU00048,2024,Science,57.0,Basic
STU00048,2024,Social Studies,69.0,Basic
STU00048,2025,Math,58.0,Basic
STU00048,2025,ELA,76.0,Proficient
STU00048,2025,Science,73.0,Proficient
STU00048,2025,Social Studies,63.0,Basic
STU00049,2023,Math,65.0,Basic
STU00049,2023,ELA,59.0,Basic
STU00049,2023,Science,51.0,Below Basic
STU00049,2023,Social Studies,62.0,Basic
STU00049,2024,Math,66.0,Basic
STU00049,2024,ELA,74.0,Proficient
STU00049,2024,Science,70.0,Proficient
STU00049,2024,Social Studies,79.0,Proficient
STU00049,2025,Math,56.0,Basic
STU00049,2025,ELA,64.0,Basic
STU00049,2025,Science,81.0,Proficient
STU00049,2025,Social Studies,51.0,Below Basic
STU00050,2023,Math,59.0,Basic
STU00050,2023,ELA,57.0,Basic
STU00050,2023,Science,64.0,Basic
STU00050,2023,Social Studies,63.0,Basic
STU00050,2024,Math,67.0,Basic
STU00050,2024,ELA,67.0,Basic
STU00050,2024,Science,52.0,Below Basic
STU00050,2024,Social Studies,60.0,Basic
STU00050,2025,Math,63.0,Basic
STU00050,2025,ELA,72.0,Proficient
STU00050,2025,Science,87.0,Advanced
STU00050,2025,Social Studies,73.0,Proficient
STU00051,2023,Math,58.0,Basic
STU00051,2023,ELA,69.0,Basic
STU00051,2023,Science,71.0,Proficient
STU00051,2023,Social Studies,67.0,Basic
STU00051,2024,Math,73.0,Proficient
STU00051,2024,ELA,51.0,Below Basic
STU00051,2024,Science,76.0,Proficient
STU00051,2024,Social Studies,68.0,Basic
STU00051,2025,Math,66.0,Basic
STU00051,2025,ELA,83.0,Proficient
STU00051,2025,Science,57.0,Basic
STU00051,2025,,73.0,Proficient
STU00052,2023,Math,79.0,Proficient
STU00052,2023,ELA,77.0,Proficient
STU00052,2023,Science,60.0,Basic
STU00052,2023,Social Studies,88.0,Advanced
STU00052,2024,Math,68.0,Basic
STU00052,2024,ELA,68.0,Basic
STU00052,2024,Science,69.0,Basic
STU00052,2024,Social Studies,70.0,Proficient
STU00052,2025,Math,61.0,Basic
STU00052,2025,ELA,77.0,Proficient
STU00052,2025,Science,69.0,Basic
STU00052,2025,Social Studies,82.0,Proficient
STU00053,2023,Math,68.0,Basic
STU00053,2023,ELA,81.0,Proficient
STU00053,2023,Science,64.0,Basic
STU00053,2023,Social Studies,60.0,Basic
STU00053,2024,Math,50.0,Below Basic
STU00053,2024,ELA,86.0,Advanced
STU00053,2024,Science,71.0,Proficient
STU00053,2024,Social Studies,61.0,Basic
STU00053,2025,Math,80.0,Proficient
STU00053,2025,ELA,80.0,Proficient
STU00053,2025,Science,54.0,Below Basic
STU00053,2025,Social Studies,62.0,Basic
STU00054,2023,Math,72.0,Proficient
STU00054,2023,ELA,66.0,Basic
STU00054,2023,Science,74.0,Proficient
STU00054,2023,Social Studies,83.0,Proficient
STU00054,2024,Math,63.0,Basic
STU00054,2024,ELA,81.0,Proficient
STU00054,2024,Science,88.0,Advanced
STU00054,2024,Social Studies,83.0,Proficient
STU00054,2025,Math,73.0,Proficient
STU00054,2025,ELA,71.0,Proficient
STU00054,2025,Science,83.0,Proficient
STU00054,2025,Social Studies,67.0,Basic
STU00055,2023,Math,75.0,Proficient
STU00055,2023,ELA,76.0,Proficient
STU00055,2023,Science,85.0,Advanced
STU00055,2023,Social Studies,71.0,Proficient
STU00055,2024,Math,71.0,Proficient
STU00055,2024,ELA,68.0,Basic
STU00055,2024,Science,82.0,Proficient
STU00055,2024,Social Studies,76.0,Proficient
STU00055,2025,Math,67.0,Basic
STU00055,2025,ELA,71.0,Proficient
STU00055,2025,Science,82.0,Proficient
STU00055,2025,Social Studies,69.0,Basic
STU00056,2023,Math,57.0,Basic
STU00056,2023,ELA,77.0,Proficient
STU00056,2023,Science,67.0,Basic
STU00056,2023,Social Studies,79.0,Proficient
STU00056,2024,Math,64.0,Basic
STU00056,2024,ELA,70.0,Proficient
STU00056,2024,Science,70.0,Proficient
STU00056,2024,Social Studies,83.0,Proficient
STU00056,2025,Math,78.0,Proficient
STU00056,2025,ELA,80.0,Proficient
STU00056,2025,Science,63.0,Basic
STU00056,2025,Social Studies,62.0,Basic
STU00057,2023,Math,87.0,Advanced
STU00057,2023,ELA,95.0,Advanced
